form_of_government	1
04gb7	35f1
03xks	35f2
05b6c	35f3
0jjw	35f4
05r79	35f5
034ns	35f6
05qfh	35f7
02822	35f8
01r4k	35f9
01bt59	35fa
06ms6	35fb
0pf2	35fc
0l5mz	35fd
04jq2	35fe
02_7t	35ff
02vxn	3600
06mq7	3601
01540	3602
04_tv	3603
05qt0	3604
01tbp	3605
0db86	3606
0mg1w	3607
01lhf	3608
01zc2w	3609
06bvp	360a
0cd78	360b
0hkf	360c
06mnr	360d
07cj3	360e
01x3g	360f
06msq	3610
088tb	3611
040p_q	3612
02stgt	3613
05qjc	3614
036nz	3615
029g_vk	3616
011s0	3617
02cm61	3618
0dc_v	3619
05wkw	361a
06n6p	361b
03ytc	361c
0mzj_	361d
05vtw	361e
02j8z	361f
03lrls	3620
01400v	3621
02mgp	3622
0277g	3623
0fzyg	3624
02csf	3625
01vrkm	3626
03r8gp	3627
06274w	3628
097df	3629
0cd25	362a
09xq9d	362b
03082	362c
01d3n8	362d
05wgy	362e
01h788	362f
02jhc	3630
05_p2	3631
industry	3632
01mw1	3633
020mfr	3634
0147gr	3635
053tpp	3636
019mlh	3637
03qh03g	3638
0hz28	3639
02jjt	363a
019z7b	363b
01_30_	363c
02q3wl	363d
0sydc	363e
0191_7	363f
02h400t	3640
02wbm	3641
015p1m	3642
03_kl4	3643
0vg8	3644
09t4t	3645
05b0f7	3646
02mjk5	3647
02mdty	3648
01qxs3	3649
01mfj	364a
0h6dj	364b
01mf0	364c
02w1b8	364d
09j2d	364e
08mh3kd	364f
01mw2x	3650
0974y	3651
06mbny	3652
049vhf	3653
01tkfj	3654
03pty	3655
07svc3	3656
07s363	3657
0jzgd	3658
01b4x4	3659
06l8d	365a
01_bhs	365b
01ftz	365c
04gbl3	365d
047xyn	365e
02r9qt	365f
0bqsk5	3660
05qck	3661
02kgb7	3662
0d085	3663
04qy5	3664
02q3s	3665
03dkh6	3666
015cl6	3667
01kpt	3668
020qjg	3669
05f3q	366a
058vy5	366b
06fksb	366c
0blst_	366d
079sf	366e
068gn	366f
05kjlr	3670
03hfwhq	3671
052m7n	3672
0154yf	3673
037vqt	3674
02r0d0	3675
06zrp44	3676
01b8bn	3677
073y53	3678
07jqvw	3679
024030	367a
02r771y	367b
02v1ws	367c
01pqx6	367d
06szd3	367e
05fmy	367f
05vc71	3680
0lyb_	3681
06_y0kx	3682
0671wk	3683
05n5kv	3684
source	3685
hud_county_place	3686
nationality	3687
01nvdc	3688
02lyr4	3689
02h8p8	368a
04b5l3	368b
01z9v6	368c
02sddg	368d
028c_8	368e
02wszf	368f
02hfgl	3690
02gtm4	3691
049k4w	3692
02rsl1	3693
02dwn9	3694
017drs	3695
02sg4b	3696
01yvvn	3697
02dwpf	3698
01sdzg	3699
02s7tr	369a
01v3x8	369b
0132_h	369c
04c9bn	369d
03qrh9	369e
subject_area	369f
03ll3	36a0
02_h0	36a1
018cwm	36a2
0d063v	36a3
people	36a4
02k6hp	36a5
0gk4g	36a6
0dq9p	36a7
06z5s	36a8
02knxx	36a9
01psyx	36aa
0d19y2	36ab
0dcsx	36ac
051_y	36ad
01l2m3	36ae
097ns	36af
02y0js	36b0
01mtqf	36b1
017s1k	36b2
019dmc	36b3
04psf	36b4
04p3w	36b5
08g5q7	36b6
09969	36b7
012hw	36b8
0jdk0	36b9
08q1tg	36ba
0lz8d	36bb
032s66	36bc
03tp4	36bd
024c2	36be
0x2fg	36bf
0gg4h	36c0
09jg8	36c1
0c58k	36c2
07jwr	36c3
0148xv	36c4
0hk18	36c5
01tf_6	36c6
034qg	36c7
0h9dj	36c8
03p41	36c9
0cjf0	36ca
03m3vr6	36cb
014w_8	36cc
01ddth	36cd
01g27f	36ce
01pf6	36cf
08nhwb	36d0
0kh3	36d1
0g02vk	36d2
01rt5h	36d3
02vrr	36d4
09d11	36d5
0cycc	36d6
0c78m	36d7
074m2	36d8
02psvcf	36d9
07s4l	36da
035482	36db
07jq_	36dc
languages	36dd
0d7m90	36de
philosophers	36df
04s0m	36e0
0x0w	36e1
0gt_hv	36e2
02jcc	36e3
topic	36e4
parent_genre	36e5
0d4xmp	36e6
018ysx	36e7
012x7b	36e8
0133k0	36e9
050g1v	36ea
02srgf	36eb
0bmfpc	36ec
0g64p	36ed
02vk5b6	36ee
01vw77	36ef
025tjk_	36f0
06953q	36f1
064lqk	36f2
021vlg	36f3
0jf1v	36f4
0c0xr	36f5
0145m	36f6
02p4l6s	36f7
04ymln	36f8
028cl7	36f9
03gt7s	36fa
06__c	36fb
015vgc	36fc
influenced	36fd
capital	36fe
03l5m1	36ff
0h44w	3700
01pb34	3701
0147fv	3702
09_gdc	3703
sport	3704
player	3705
character	3706
04pzy	3707
047vp20	3708
057ph	3709
03rrsc	370a
place	370b
administrative_divisions	370c
07rj5	370d
05c0jwl	370e
02dqdp	370f
0ljl8	3710
performance_role	3711
0l14jd	3712
adjoins	3713
03rz4	3714
059qw	3715
02m4d	3716
0f8x_r	3717
0g1x2_	3718
05489	3719
0l8bg	371a
0bt9lr	371b
03hzt	371c
015j7	371d
0jm_	371e
05r_j	371f
075fzd	3720
03dhbp	3721
0ktds	3722
0d1w9	3723
07jdr	3724
06796	3725
0ddct	3726
05hyf	3727
038_l	3728
025t3bg	3729
0g9pc	372a
08b3m	372b
03nh9	372c
0294j	372d
0f6rc	372e
0nk95	372f
054yc0	3730
03k3r	3731
09b5t	3732
0kcc7	3733
02z3r	3734
02p0qmm	3735
0mz2	3736
01fzpw	3737
01803s	3738
countries	3739
colors	373a
03vtbc	373b
03wkwg	373c
083jv	373d
036k5h	373e
04mkbj	373f
01l849	3740
0jc_p	3741
01g5v	3742
02rnmb	3743
09ggk	3744
019sc	3745
01jnf1	3746
038hg	3747
09q2t	3748
088fh	3749
06kqt3	374a
04d18d	374b
067z2v	374c
07plts	374d
0680m7	374e
administrative_parent	374f
basic_title	3750
sectors	3751
0148d	3752
02mbs4	3753
0224z4	3754
027jbr	3755
019tfz	3756
01g4qq	3757
03815c	3758
0mdxd	3759
people_born_here	375a
diseases	375b
0fltx	375c
01hbgs	375d
0ldpy	375e
02bft	375f
0jpmt	3760
01gkcc	3761
012jc	3762
05mdx	3763
0hg45	3764
0f0gt_	3765
0gwj	3766
0k95h	3767
06g7c	3768
0h1wz	3769
0h948	376a
0hgxh	376b
0146bp	376c
072hv	376d
0h1n9	376e
098s1	376f
0hg11	3770
0217g	3771
0dcp_	3772
011zdm	3773
01lys3	3774
07x16	3775
0h3bn	3776
01b_5g	3777
063yv	3778
014dsx	3779
0dcrb	377a
05jqy	377b
0h99n	377c
tv_stations	377d
02qlr1	377e
sports	377f
location	3780
governmental_body	3781
09k5k	3782
disciplines_or_subjects	3783
016475	3784
05hgj	3785
02xzd9	3786
0dwly	3787
05j9_f	3788
0l67h	3789
0223xd	378a
05j085	378b
0707q	378c
07n52	378d
08_lx0	378e
02x_y	378f
school	3790
01jvgt	3791
olympics	3792
countries_spoken_in	3793
0swlx	3794
0999q	3795
02kdw56	3796
0h407	3797
09bnf	3798
055qm	3799
09s02	379a
named_after	379b
0jg1q	379c
02l3gf	379d
05lf_	379e
040fv	379f
03w5xm	37a0
characters_with_this_occupation	37a1
type_of_museum	37a2
0hhbr	37a3
medal	37a4
02lpp7	37a5
02lq5w	37a6
02lq67	37a7
crewmember	37a8
0fx80y	37a9
schools_of_this_kind	37aa
05pcjw	37ab
01rs41	37ac
05jxkf	37ad
07tf8	37ae
01_9fk	37af
052q4j	37b0
01_srz	37b1
04qbv	37b2
06cs1	37b3
0m4mb	37b4
02dk5q	37b5
01jlsn	37b6
047951	37b7
0257h9	37b8
025tjcb	37b9
01y64	37ba
01rs62	37bb
0bwd5	37bc
03ss47	37bd
08yh93	37be
068bs	37bf
01qm7	37c0
02qvdc	37c1
0355dz	37c2
02sf_r	37c3
03558l	37c4
02_ssl	37c5
02qvzf	37c6
01pv51	37c7
0ctt4z	37c8
04l59s	37c9
04l5f2	37ca
02qvl7	37cb
03d555l	37cc
0gx159f	37cd
02r7lqg	37ce
03d5m8w	37cf
04l5b4	37d0
030ykh	37d1
0gvt8sz	37d2
04cxw5b	37d3
02pyyld	37d4
0c41y70	37d5
0619m3	37d6
02qvkj	37d7
02py8_w	37d8
048ldh	37d9
032yps	37da
0b6p3qf	37db
04l590	37dc
01tz_d	37dd
027yf83	37de
03y9p40	37df
02hqt6	37e0
026wlnm	37e1
02r2qt7	37e2
02pzy52	37e3
04l5d0	37e4
091tgz	37e5
02pjzvh	37e6
03by7wc	37e7
02qk2d5	37e8
02plv57	37e9
04l58n	37ea
transit_lines	37eb
0195fx	37ec
0m_sb	37ed
artist	37ee
02p11jq	37ef
01wdtv	37f0
0190vc	37f1
027f3ys	37f2
02zn1b	37f3
096ysw	37f4
025t8bv	37f5
06x2ww	37f6
056252	37f7
04gmlt	37f8
03gvsvn	37f9
03qjwc	37fa
03y5g8	37fb
03x9yr	37fc
03_jhh	37fd
03qk20	37fe
06gst	37ff
01x7jb	3800
041p3y	3801
01jv1z	3802
01w56k	3803
05k8m5	3804
098cpg	3805
03qx1r	3806
04t0p1	3807
08pn_9	3808
0br2wp	3809
countries_within	380a
title	380b
02pq_rp	380c
02z6872	380d
02qw1zx	380e
0g3zpp	380f
0f4vx0	3810
092j54	3811
06439y	3812
02pq_x5	3813
02r6gw6	3814
03gwg4w	3815
05vsb7	3816
038981	3817
02x2khw	3818
03nt7j	3819
09l0x9	381a
09th87	381b
025tn92	381c
038c0q	381d
04f4z1k	381e
02rl201	381f
047dpm0	3820
023fxp	3821
039yzs	3822
0z74	3823
024nj1	3824
020wyp	3825
0263cyj	3826
02fbb5	3827
038_3y	3828
038_0z	3829
098knd	382a
06f3l	382b
038zh6	382c
films_executive_produced	382d
educational_institution	382e
league	382f
03zv9	3830
0h69c	3831
events	3832
0b_6pv	3833
0b_6q5	3834
0b_6jz	3835
0b_6x2	3836
0b_6h7	3837
0b_6rk	3838
03jqfx	3839
0b_6s7	383a
0bzrxn	383b
0bzrsh	383c
0j63cyr	383d
0b_6qj	383e
0br1xn	383f
0b_6_l	3840
0b_6v_	3841
0b_6xf	3842
0b_75k	3843
09hz7t	3844
0b_6mr	3845
0b_6lb	3846
0b_72t	3847
0b_6zk	3848
05ys0wz	3849
0hrcs29	384a
09x7p1	384b
07kr2	384c
0gfhg1y	384d
05ys0xf	384e
09rwjly	384f
024jvz	3850
05ys0ws	3851
02_hz	3852
01hng3	3853
0kq2	3854
02rsw	3855
05tgm	3856
07y1z	3857
07mfk	3858
0190_8	3859
07x21	385a
01ld4n	385b
citytown	385c
026f5s	385d
02m97n	385e
01cvxf	385f
038csl	3860
02np2n	3861
0hv0d	3862
contributor	3863
produced_by	3864
practice_of	3865
07_hy	3866
07gvx	3867
featured_in_films	3868
founders	3869
082mc	386a
01v9b1	386b
07wf9	386c
06dr9	386d
02189	386e
06qmk	386f
016hjr	3870
082x5	3871
07y2b	3872
02245	3873
09bcm	3874
05qc_	3875
06m_p	3876
06ngk	3877
0d_23	3878
label	3879
condition	387a
029sk	387b
01g2q	387c
068p_	387d
0brgy	387e
06vr2	387f
type_of_union	3880
production_companies	3881
second_level_divisions	3882
directed_by	3883
compatible_with_dietary_restrictions	3884
06x4c	3885
07_lq	3886
061_f	3887
0dj75	3888
07j87	3889
0fjfh	388a
034n2g	388b
0fbw6	388c
037ls6	388d
0dcfv	388e
0hkxq	388f
01645p	3890
014j1m	3891
0971v	3892
04zpv	3893
033cnk	3894
0frq6	3895
0fbdb	3896
019jw	3897
01nkt	3898
0f25w9	3899
05z55	389a
main_country	389b
0v0s	389c
entity_involved	389d
01fr7t	389e
02070z	389f
0cgm9	38a0
0j54b	38a1
05sz6	38a2
01m59	38a3
0fk3s	38a4
02p4pt3	38a5
09s93	38a6
0kfhjq0	38a7
03wf1p2	38a8
059_y8d	38a9
05f5rsr	38aa
0hr30wt	38ab
0cmd3zy	38ac
news_reporting_organisation	38ad
0br1x_	38ae
0cc8q3	38af
film_distribution_medium	38b0
0dq6p	38b1
producer_type	38b2
distributor	38b3
teams	38b4
group	38b5
service_location	38b6
026w398	38b7
cause_of_death	38b8
draft	38b9
season	38ba
0285r5d	38bb
027mvrc	38bc
03c6s24	38bd
0dx84s	38be
025ygws	38bf
027pwzc	38c0
05kcgsf	38c1
025ygqm	38c2
03c6sl9	38c3
02h7s73	38c4
026fmqm	38c5
04n36qk	38c6
04110b0	38c7
03c74_8	38c8
interests	38c9
locations_in_this_time_zone	38ca
02fqwt	38cb
03plfd	38cc
03bdv	38cd
02lcqs	38ce
02llzg	38cf
0gsrz4	38d0
02hczc	38d1
042g7t	38d2
02lcrv	38d3
0d2t4g	38d4
052vwh	38d5
04ykz	38d6
05jphn	38d7
01qgv7	38d8
major_field_of_study	38d9
0cnjm0	38da
costume_design_by	38db
film_format	38dc
07fb8_	38dd
0cj16	38de
017fx5	38df
01dc60	38e0
featured_film_locations	38e1
written_by	38e2
office_position_or_title	38e3
02_w_r9	38e4
0290vf	38e5
01fggg	38e6
twinned_towns	38e7
county	38e8
cities	38e9
0km5c	38ea
film_story_credits	38eb
contact_category	38ec
014dgf	38ed
cast_members	38ee
series	38ef
sequel	38f0
music	38f1
taxonomy	38f2
04n6k	38f3
03l7f	38f4
03_2f	38f5
07vzd	38f6
01sh2	38f7
05gd9	38f8
025tmkg	38f9
0k1dw	38fa
04zhd	38fb
0jvq	38fc
07cc8	38fd
07_9_	38fe
01lkky	38ff
01dv4h	3900
01mtt	3901
06jtx	3902
09d_r	3903
01664_	3904
017yzc	3905
06z49	3906
023k2	3907
089_x	3908
01wb7	3909
050yl	390a
04k8n	390b
0qb7t	390c
0703j	390d
039b5	390e
012lzc	390f
04gny	3910
06nsn	3911
05wvs	3912
0237w6	3913
025x7g_	3914
053f5	3915
01hbfz	3916
06d_3	3917
0jbk	3918
03s0c	3919
05fny	391a
0gw0	391b
015ll	391c
0tbr	391d
0jfx	391e
0h_m	391f
026y05	3920
01jnzj	3921
09cmq	3922
06fhs	3923
053rd	3924
cities_served	3925
friend	3926
current_club	3927
vacationer	3928
diseases_treated	3929
03x_dvn	392a
04x4r	392b
06xqq	392c
inventor	392d
0jq27	392e
listed_site	392f
0c7g7	3930
0h52w	3931
01cq1t	3932
016h5l	3933
specializations	3934
07068	3935
0mbx4	3936
07619_	3937
09hljw	3938
028sdw	3939
0ck7l	393a
01b7b	393b
022qqh	393c
0f03_	393d
0fgsq2	393e
030pm0	393f
0c_xl	3940
0db79	3941
0djbw	3942
04s84y	3943
01pvc5	3944
01rrgk	3945
047vnfs	3946
0fzb5	3947
03krjh	3948
06ywtl	3949
05798	394a
02h661t	394b
03qc7q6	394c
software_genre	394d
05khh	394e
school_type	394f
supporter	3950
012h0y	3951
item	3952
01ptsx	3953
05glt	3954
04k4rt	3955
09g7thr	3956
01pd60	3957
026cl_m	3958
0dlj8q2	3959
athlete	395a
inductee	395b
0hsph	395c
04dm2n	395d
04045y	395e
01nzmp	395f
state	3960
producer	3961
film_set_decoration_by	3962
combatants	3963
parent	3964
05k6d	3965
04gp3_2	3966
01y8kf	3967
018zqj	3968
027nnh	3969
018zsw	396a
01f99l	396b
consumer	396c
0663v	396d
programs_created	396e
person	396f
executive_produced_by	3970
nutrient	3971
0h1_c	3972
0f4kp	3973
04kl74p	3974
0h1vg	3975
02p0tjr	3976
0h1vz	3977
07zqy	3978
01n78x	3979
0466p20	397a
05v_8y	397b
09gwd	397c
0h1sg	397d
025s0zp	397e
0q01m	397f
09pbb	3980
025s7x6	3981
0h1yf	3982
025tkqy	3983
025sf0_	3984
09728	3985
0h1yy	3986
03d49	3987
0g5gq	3988
014d7f	3989
0h1zw	398a
061xhr	398b
0cxn2	398c
0hqw8p_	398d
07q0m	398e
025s0s0	398f
08lb68	3990
025sqz8	3991
0h1wg	3992
06jry	3993
025sf8g	3994
041r51	3995
025s7j4	3996
025rw19	3997
09gvd	3998
0f4hc	3999
05gh50	399a
0d9t0	399b
04zjxcz	399c
0h1tg	399d
025rsfk	399e
02y_3rt	399f
0f4k5	39a0
0hkwr	39a1
0h1sz	39a2
0h1tz	39a3
075pwf	39a4
027g6p7	39a5
0f4l5	39a6
companies	39a7
appearance_type	39a8
043q4d	39a9
026h21_	39aa
colleges_and_universities	39ab
children	39ac
state_province_region	39ad
administrative_children	39ae
first_level_divisions	39af
01jdpf	39b0
tourist_attractions	39b1
014_24	39b2
campuses	39b3
region	39b4
month	39b5
04w_7	39b6
03_ly	39b7
06vkl	39b8
02xx5	39b9
05cw8	39ba
040fb	39bb
04wzr	39bc
028kb	39bd
0lkm	39be
sessions	39bf
recipient	39c0
01f2y9	39c1
02r6ltj	39c2
0jpgc	39c3
02qplj3	39c4
01zvcb	39c5
01y28x	39c6
military_combatant	39c7
subjects	39c8
notable_people_with_this_condition	39c9
specialization	39ca
office_holder	39cb
geographic_distribution	39cc
071x0k	39cd
0d29z	39ce
04l_pt	39cf
0c41n	39d0
special_performance_type	39d1
time_zone	39d2
time_zones	39d3
story_by	39d4
writer	39d5
dog_breed	39d6
major_cities	39d7
0phtk	39d8
04kyw	39d9
01mf_	39da
participating_countries	39db
tournament	39dc
0bqthy	39dd
0f9rw9	39de
05g_nr	39df
0b_770	39e0
0b_71r	39e1
0b_77q	39e2
0b_756	39e3
0b_734	39e4
sex	39e5
07x_h	39e6
09bv45	39e7
second_place	39e8
subject	39e9
parent_os	39ea
0511f	39eb
military_commander	39ec
origin	39ed
location_of_ceremony	39ee
kingdom_s_ruled	39ef
0c5fr	39f0
01796z	39f1
08x9pc	39f2
018r_v	39f3
04gghfp	39f4
0403v1z	39f5
03ln9	39f6
014j83	39f7
causes	39f8
03896	39f9
more_general_ingredient	39fa
tv_program	39fb
locations	39fc
players	39fd
celebrity	39fe
spun_off_from	39ff
politician	3a00
01fml	3a01
07wdw	3a02
07wgm	3a03
0d9fz	3a04
0x2hn	3a05
01fpdh	3a06
party	3a07
includes_causes_of_death	3a08
0lf_w	3a09
03y05ty	3a0a
0x2gl	3a0b
appointed_by	3a0c
discipline	3a0d
registering_agency	3a0e
presenting_organization	3a0f
0d8m3	3a10
guilty_of	3a11
016pjk	3a12
06g5z	3a13
0_5w_	3a14
venerated_in	3a15
0kwr	3a16
05pbd	3a17
parent_classification	3a18
films_art_directed	3a19
subsidiary_or_constituent_schools	3a1a
languages_spoken	3a1b
minor	3a1c
member_states	3a1d
legal_structure	3a1e
01mxzw	3a1f
025w401	3a20
01prdc	3a21
0259tnd	3a22
068qh	3a23
02mxx4	3a24
administrative_division	3a25
0d10d	3a26
list	3a27
film_sets_designed	3a28
sibling	3a29
network	3a2a
018l5l	3a2b
02cjrp	3a2c
02cmr1	3a2d
0dng4	3a2e
parent_disease	3a2f
04_1sd_	3a30
02723p8	3a31
0275pjz	3a32
09plc	3a33
03lht	3a34
0d2mh7	3a35
02bcc0	3a36
09g3mp	3a37
046gm5	3a38
06fkkh	3a39
parent_institution	3a3a
subgenre	3a3b
associated_authors	3a3c
06hsk	3a3d
03sxn4	3a3e
04y41	3a3f
05wkc	3a40
0q245	3a41
0nk1p	3a42
0pybl	3a43
specialization_of	3a44
category_of	3a45
company_involved	3a46
endorser	3a47
cinematography	3a48
olympics_participated_in	3a49
film_production_design_by	3a4a
company_acquired	3a4b
country_of_origin	3a4c
02z3cm0	3a4d
parents	3a4e
comedians_in_this_genre	3a4f
writing_system	3a50
04n0p	3a51
01pyw	3a52
0xn6	3a53
0kj0	3a54
edited_by	3a55
awards_in_this_discipline	3a56
consumer_product	3a57
02plp2	3a58
0qdzd	3a59
designation	3a5a
county_seat	3a5b
parent_cause_of_death	3a5c
countries_used	3a5d
film_festivals	3a5e
parent_concept	3a5f
02p0qx9	3a60
02wt_x	3a61
01ld0	3a62
05dkb	3a63
0382k	3a64
02jnw	3a65
0mp6	3a66
content	3a67
participated_in_conflicts	3a68
administrative_area_type	3a69
0hzc9wc	3a6a
follows_diet	3a6b
manufacturer	3a6c
05j0w	3a6d
066kp	3a6e
peers	3a6f
species	3a70
0dgw9r	3a71
0f1f4k	3a72
service_language	3a73
activists	3a74
03f5k	3a75
02_570	3a76
0h4xw_	3a77
097s4	3a78
048g08	3a79
0hkst	3a7a
020mgv	3a7b
0930v2	3a7c
089g6	3a7d
organizations_of_this_type	3a7e
02qw3t	3a7f
0565rv	3a80
01_td3	3a81
02kysg	3a82
place_founded	3a83
diet	3a84
program_creator	3a85
place_of_burial	3a86
0hkb8	3a87
members	3a88
film_regional_debut_venue	3a89
type_of_appearance	3a8a
first_level_division_of	3a8b
adjustment_currency	3a8c
child	3a8d
vocal_range	3a8e
0l14wj	3a8f
includes_event	3a90
instance_of_recurring_event	3a91
07wcy	3a92
02rxd26	3a93
07hn5	3a94
027yjnv	3a95
investor	3a96
military_force	3a97
012tqm	3a98
01qy7b	3a99
01_bmf	3a9a
047t4gb	3a9b
02p0zzf	3a9c
symbol	3a9d
impersonated_by	3a9e
04czx7	3a9f
078ds	3aa0
produce	3aa1
celebrities_impersonated	3aa2
02k6pv	3aa3
02fr2d	3aa4
organization_type	3aa5
symptom_of	3aa6
01j6t0	3aa7
012qjw	3aa8
0gxb2	3aa9
04kllm9	3aaa
0j5fv	3aab
02tfl8	3aac
01cdt5	3aad
0f3kl	3aae
subdiscipline_of	3aaf
fraternities_and_sororities	3ab0
compatible_ingredients	3ab1
exported_to	3ab2
medalist	3ab3
films_production_designed	3ab4
combatant	3ab5
02p97	3ab6
01t6b	3ab7
07sbkfb	3ab8
organizations_with_this_scope	3ab9
01fm_	3aba
03jjn8	3abb
0gjqq	3abc
0276bn	3abd
0gg6s	3abe
0gg68	3abf
01nbk4	3ac0
012wvj	3ac1
01m_p5	3ac2
01lvd0	3ac3
02_tw	3ac4
0dt9_	3ac5
02yqnh	3ac6
05bl7j	3ac7
01qm4t	3ac8
games_with_this_mode	3ac9
01z747	3aca
06506j	3acb
025vn5m	3acc
02hjn4	3acd
0464gkc	3ace
06ztwyd	3acf
0642v9q	3ad0
02q8x4x	3ad1
09rdns	3ad2
mode_of_transportation	3ad3
01bjv	3ad4
05yd5	3ad5
05prj	3ad6
01c3bz	3ad7
06w_b	3ad8
hair_color	3ad9
0294jb	3ada
rank	3adb
022dc6	3adc
01zxzp	3add
021bp2	3ade
0403l3g	3adf
06c9r	3ae0
03yn5x5	3ae1
02x9hs	3ae2
0k80c	3ae3
03hf_rm	3ae4
0_678	3ae5
01j17q	3ae6
033th	3ae7
0bpsmq	3ae8
02lzy0	3ae9
03mfnf	3aea
01pwbn	3aeb
04924s	3aec
016chh	3aed
057m6	3aee
0x27b	3aef
0xdf	3af0
025zzc	3af1
02p7pxx	3af2
city	3af3
neighborhood_of	3af4
associated_disorder	3af5
official_language	3af6
child_concept	3af7
type_of_film_cut	3af8
02f4z	3af9
partially_contains	3afa
horses_from_this_location	3afb
03d1713	3afc
03d178b	3afd
03ch8bl	3afe
03lsz8h	3aff
treatments	3b00
0fx3s	3b01
0y09	3b02
062t2	3b03
convicted_person	3b04
supported_organization	3b05
child_genres	3b06
instances	3b07
030wsj	3b08
0c0ygc	3b09
film_art_direction_by	3b0a
medical_specialties	3b0b
hall_of_fame	3b0c
language_family	3b0d
03v09	3b0e
0g1lx	3b0f
0hfp	3b10
body_of_water	3b11
oscar_show_hosted	3b12
ideology	3b13
01yqp	3b14
06qnz	3b15
01g901	3b16
03w86	3b17
namesakes	3b18
individual_festivals	3b19
performer	3b1a
parodies	3b1b
06mv6	3b1c
area_of_activism	3b1d
organizations_founded	3b1e
aircraft_model	3b1f
0137k8	3b20
school_or_movement	3b21
victims_of_this_crime_type	3b22
games_published	3b23
015dxd	3b24
07656	3b25
active_moiety_of_drug	3b26
era	3b27
03dft3	3b28
03dfth	3b29
currency_used	3b2a
place_murdered	3b2b
deities	3b2c
subdisciplines	3b2d
military_conflict	3b2e
split_to	3b2f
01x214	3b30
05ws7	3b31
03ykjs9	3b32
03pcnt	3b33
04ggh49	3b34
01tv5c	3b35
seasonal_months	3b36
risk_factors	3b37
dedicated_to	3b38
parody_of	3b39
partially_containedby	3b3a
interred_here	3b3b
companies_of_this_type	3b3c
military_personnel_involved	3b3d
includes_diseases	3b3e
powers_or_abilities	3b3f
0dybqm	3b40
01515d	3b41
01kd3m	3b42
01t30j	3b43
07lrrt	3b44
04xsv	3b45
award_categories_presented	3b46
episodes_written	3b47
047mtnd	3b48
language_paradigms	3b49
prequel	3b4a
horses_of_this_sex	3b4b
used_to_treat	3b4c
biofluid_location	3b4d
024rh	3b4e
01f36w	3b4f
07s8fsr	3b50
symptoms	3b51
ingredients	3b52
honorary_title	3b53
01gzdk	3b54
08gd_r	3b55
transport_operator	3b56
continent	3b57
order	3b58
rulers	3b59
jurisdiction	3b5a
04jtj	3b5b
03c17w7	3b5c
tv_shows_filmed_here	3b5d
filming_locations	3b5e
governmental_body_if_any	3b5f
followers	3b60
nobel_prize_winner	3b61
artwork_on_the_subject	3b62
0461wt	3b63
dedicated_by	3b64
cuisine	3b65
06hf0n	3b66
active_moieties	3b67
imported_from	3b68
06npx	3b69
04wxr	3b6a
0g0dy	3b6b
04y6_qr	3b6c
03gqdq7	3b6d
neighborhoods	3b6e
business_location	3b6f
03m5x4	3b70
geographic_scope	3b71
seasons	3b72
winner	3b73
military_person	3b74
advisees	3b75
near_travel_destination	3b76
singers	3b77
sports_teams	3b78
adaptations	3b79
06fsr	3b7a
0d9l1	3b7b
0k2dm	3b7c
08b26_	3b7d
halls_of_fame	3b7e
nfl_team	3b7f
organizations	3b80
first_place	3b81
based_on	3b82
05172y	3b83
starting_season	3b84
02r74mj	3b85
02rsln_	3b86
02rc451	3b87
countries_formerly_used	3b88
focus_city_for	3b89
films_casting_directed	3b8a
includes_groups	3b8b
08sdrw	3b8c
created_by	3b8d
includes	3b8e
champion	3b8f
airline	3b90
variation	3b91
license	3b92
067xd	3b93
012k_9	3b94
018s4	3b95
people_who_follow_this_diet	3b96
spouses	3b97
05h4fjx	3b98
festival	3b99
mascot	3b9a
0kff3	3b9b
02cp5	3b9c
02_fkk	3b9d
049rd	3b9e
art_forms	3b9f
0bp7w	3ba0
current_house_members	3ba1
02z3r5q	3ba2
02r20ff	3ba3
0c9blh	3ba4
025xdxs	3ba5
02ck2b	3ba6
07j_6b	3ba7
restaurant	3ba8
conferred_upon	3ba9
signatories	3baa
stations	3bab
characters_of_this_gender	3bac
orbits	3bad
0cqbc	3bae
orbited_by	3baf
political_parties	3bb0
legislature	3bb1
customer	3bb2
known_for	3bb3
fictional_characters_created	3bb4
0g53gd7	3bb5
included_in_group	3bb6
film_casting_director	3bb7
offices	3bb8
02p19pg	3bb9
computer_models	3bba
fashion_wearer	3bbb
last_statistics_season	3bbc
0411098	3bbd
02r8dcw	3bbe
02qmjqd	3bbf
06zf0	3bc0
03fwl	3bc1
019dpj	3bc2
025df4	3bc3
0fkrk	3bc4
0fl35	3bc5
016g2_	3bc6
07bgp	3bc7
0fkv5	3bc8
09lc9	3bc9
0gqpg	3bca
01xq0k1	3bcb
01yrx	3bcc
loser	3bcd
sponsored_recipient	3bce
01x8cn	3bcf
organizations_in_this_sector	3bd0
product	3bd1
organizations_merging	3bd2
artists_supported	3bd3
championship	3bd4
circulation_areas	3bd5
documents_signed	3bd6
agencies	3bd7
supporting_artists	3bd8
0245zn	3bd9
website	3bda
notable_figures	3bdb
episodes	3bdc
02ryvsw	3bdd
0bm39zf	3bde
books_in_this_genre	3bdf
manager	3be0
travel_destination	3be1
areas_served	3be2
category_or_criteria	3be3
associated_periods_or_movements	3be4
0h0vk	3be5
06cvx	3be6
09ff3	3be7
0194x	3be8
0q4mn	3be9
018dx9	3bea
03xj1	3beb
family	3bec
committee_memberships	3bed
05jfx9	3bee
